Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
Litware USB Foam Fan E1301 Negro,Ventiladores,Electrodomésticos,Negro,03/11/2018,1,"19,99","Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,13/10/2025,14
Litware 3-Speed Oscillating High-Performance Fan E201 Blanco,Ventiladores,Electrodomésticos,Blanco,03/11/2018,51,"29,99","Garcia, Christian",Masculino,70000,Soltero,Entre 26 y 40 años,Tienda,Tienda Dallas,Estados Unidos,13/10/2025,22
A. Datum SLR-like Digital Camera M400 Naranja,Cámaras Digitales,Cámaras y videocámaras,Naranja,03/11/2018,51,980,"Ramirez, Ian",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,13/10/2025,606
MGS Age of Mythology 2009 E158,Juegos para Descargar,Juegos y juguetes,Blanco,03/11/2018,1,32,"Ramos, Kristi",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Los Angeles,Estados Unidos,13/10/2025,23
Contoso Teléfono Tough Skin Case E140 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,02/11/2018,1,"23,72","Roberts, Julia",Femenino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,12/10/2025,15
Contoso Genuine Leather Grip Belt E322 Negro,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Negro,02/11/2018,1,"77,99","Barnes, Jeremy",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,52
WWI Chandelier M615 Blanco,Lámparas,Electrodomésticos,Blanco,02/11/2018,1,"229,99","Mitchell, Jonathan",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,162
Contoso Touch Stylus Pen E150 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,02/11/2018,1,250,"Perry, Jackson",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,156
Contoso Sistema Home Theater 5.1 Channel M1520 Marrón,Sistema Home Theater,TV y Video,Marrón,02/11/2018,51,339,"Reed, Paige",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,12/10/2025,229
SV DVD External DVD Burner M200 Azul,Películas DVD,"Música, películas y audiolibros",Azul,02/11/2018,1,627,"Reed, Paige",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,12/10/2025,435
A. Datum SLR-like Digital Camera M400 Naranja,Cámaras Digitales,Cámaras y videocámaras,Naranja,02/11/2018,1,980,"Bailey, Morgan",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,636
Fabrikam Coffee Maker 5C E090 Negro,Máquinas de café,Electrodomésticos,Negro,02/11/2018,4,149,"Reed, Catherine",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,109
NT Azultooth Active Audífonos E202 Rojo,Audífonos Azultooth,Audio,Rojo,02/11/2018,1,"37,95","Richardson, Olivia",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,28
MGS Hand Games for students E400 Rojo,Juegos en caja,Juegos y juguetes,Rojo,02/11/2018,1,250,"Campbell, Adam",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,12/10/2025,160
SV USB Sync Charge Cable E700 Negro,Accesorios de Computadoras,Computadoras,Negro,02/11/2018,1,250,"Carter, Bailey",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/10/2025,180
A. Datum Slim Digital Camera M180 Verde,Cámaras Digitales,Cámaras y videocámaras,Verde,02/11/2018,1,148,"Perry, Jennifer",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/10/2025,95
Contoso Digital Cordless Expansion Handset Phone M900 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,02/11/2018,1,"499,9","Wang, Zachary",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/10/2025,317
NT Washer & Dryer 21in E2100 Blanco,Lavadoras y secadoras,Electrodomésticos,Blanco,02/11/2018,1,"499,9","Wang, Zachary",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/10/2025,348
Contoso Air Conditioner 7000BTU E0260 Blanco,Aires Acondicionados,Electrodomésticos,Blanco,02/11/2018,52,"299,99","Wang, Zachary",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/10/2025,193
WWI Chandelier M615 Azul,Lámparas,Electrodomésticos,Azul,02/11/2018,3,"229,99","Williams, Morgan",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,12/10/2025,165
Contoso Teléfono Tough Skin Case E140 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,02/11/2018,1,"23,72","Raji, Alisha",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,12/10/2025,16
The Teléfono Company PDA GPS Teléfono 3.5 inch M910 Dorado,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Dorado,01/11/2018,1,268,"Parker, Kaylee",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,11/10/2025,196
WWI Desk Lamp E130 Negro,Lámparas,Electrodomésticos,Negro,01/11/2018,1,"79,95","Butler, Jonathan",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,56
Fabrikam Microwave 0.9CuFt E0900 Gris Plata,Microondas,Electrodomésticos,Gris Plata,01/11/2018,1,"99,99","He, Micah",Masculino,30000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,63
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/11/2018,1,250,"Stewart, Lucas",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,159
SV Hand Games for students E40 Rojo,Juegos en caja,Juegos y juguetes,Rojo,01/11/2018,1,250,"Hernandez, José",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,11/10/2025,172
"Adventure Works 13"" Color TV E25 Negro",Televisores,TV y Video,Negro,01/11/2018,51,"119,99","Luo, Franklin",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,88
Contoso Reserve Pen -Tablet Pen E200 Azul,Accesorios de Computadoras,Computadoras,Azul,01/11/2018,4,250,"Turner, Courtney",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,155
Contoso Wireless Notebook Optical Mouse M35 Blanco,Accesorios de Computadoras,Computadoras,Blanco,01/11/2018,1,"29,95","Li, Brandon",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,11/10/2025,21
"Adventure Works 32"" LCD HDTV M130 Dorado",Televisores,TV y Video,Dorado,01/11/2018,53,"499,99","Allen, Luke",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,357
Contoso Phone with 13-Number Memory (210) M301 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,01/11/2018,51,"499,99","Allen, Luke",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,347
Audífono Adapter for Contoso Teléfono E130 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/11/2018,1,250,"Nelson, Adam",Masculino,30000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,151
Contoso Optical Wheel OEM PS/2 Mouse E60 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,01/11/2018,2,250,"Shan, Benjamin",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,182
"Fabrikam SLR Camera 35"" M358 Rosa",Cámaras digitales SLR,Cámaras y videocámaras,Rosa,01/11/2018,51,328,"Walker, Thomas",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,213
The Teléfono Company Smart phone 160x160 M26 Blanco,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Blanco,01/11/2018,3,595,"Walker, Thomas",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,436
The Teléfono Company Microsoft Windows Mobile M200 Rosa,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Rosa,01/11/2018,1,595,"Walker, Thomas",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,11/10/2025,357
Adventure Works Coffee Maker Auto 5C E090 Negro,Máquinas de café,Electrodomésticos,Negro,01/11/2018,1,163,"Garcia, Victoria",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Los Angeles,Estados Unidos,11/10/2025,107
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,09/10/2018,1,250,"Garcia, Andrew",Masculino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,18/09/2025,180
Litware Refrigerator 9.7CuFt M560 Azul,Refrigeradores,Electrodomésticos,Azul,08/10/2018,54,493,"Reed, Angela",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,304
Contoso Original K1m Li-Ion Standard Battery E170 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/10/2018,3,250,"Reed, Jacqueline",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Porto Alegre,Brasil,17/09/2025,163
Contoso Touch Stylus Pen E150 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/10/2018,1,250,"Foster, Thomas",Masculino,80000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,179
Contoso Original K1m Li-Ion Standard Battery E170 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,08/10/2018,1,250,"Anderson, Robert",Masculino,80000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,183
A. Datum Slim Digital Camera M180 Gris Plata,Cámaras Digitales,Cámaras y videocámaras,Gris Plata,08/10/2018,52,148,"Griffin, Gail",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,17/09/2025,98
Cigarette Lighter Adapter for Contoso Teléfonos E110 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/10/2018,1,"24,99","King, Timothy",Masculino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,17/09/2025,17
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/10/2018,1,250,"Lee, Alexandra",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,158
MGS Age of Empires ExpansiActivo: The Rise of Rome 2009 E181,Juegos para Descargar,Juegos y juguetes,Azul,08/10/2018,1,32,"Rogers, Abigail",Femenino,90000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,20
Contoso Laptop Starter Bundle M200 Blanco,Accesorios de Computadoras,Computadoras,Blanco,08/10/2018,52,1000,"Williams, Nicole",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,705
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,08/10/2018,1,"24,99","Patterson, Thomas",Masculino,80000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,18
A. Datum Super-zoom Digital Camera X300 Naranja,Cámaras Digitales,Cámaras y videocámaras,Naranja,08/10/2018,1,290,"Griffin, Emily",Femenino,80000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,212
Adventure Works Chandelier M6150 Gris Plata,Lámparas,Electrodomésticos,Gris Plata,08/10/2018,1,"229,99","Hernandez, Kristy",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,169
Contoso Rubberized Skin NegroBerry E100 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/10/2018,1,"14,99","Hill, Caleb",Masculino,30000,Casado,Entre 41 y 50 años,Tienda,Tienda Porto Alegre,Brasil,17/09/2025,10
Contoso Touch Stylus Pen E150 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/10/2018,3,250,"Gray, Kaylee",Femenino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,186
SV Rechargeable Azultooth Notebook Mouse E80 Negro,Accesorios de Computadoras,Computadoras,Negro,08/10/2018,1,1520,"Collins, Miguel",Masculino,80000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,1082
Contoso Teléfono Tough Skin Case E140 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,08/10/2018,1,"23,72","Jenkins, Paige",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,17
Adventure Works Wall Lamp E3150 Dorado,Lámparas,Electrodomésticos,Dorado,08/10/2018,1,"101,99","Green, Nathan",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,71
Fabrikam Coffee Maker Auto 5C E090 Dorado,Máquinas de café,Electrodomésticos,Dorado,08/10/2018,1,163,"Lewis, Tyler",Masculino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,109
Cigarette Lighter Adapter for Contoso Teléfonos E110 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/10/2018,3,"24,99","Cook, Emma",Femenino,80000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,18
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,08/10/2018,1,250,"Adams, Evan",Masculino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,154
MGS Zoo TycoActivo 2: African Adventure 2008 E136,Juegos para Descargar,Juegos y juguetes,Azul,08/10/2018,1,43,"James, Olivia",Femenino,80000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,27
SV Hand Games for students E40 Negro,Juegos en caja,Juegos y juguetes,Negro,08/10/2018,1,250,"Srini, George",Masculino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,154
SV Hand Games for 12-16 boys E60 Rojo,Juegos en caja,Juegos y juguetes,Rojo,08/10/2018,1,250,"Simmons, Eric",Masculino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,150
Litware Sistema Home Theater 5.1 Channel M513 Negro,Sistema Home Theater,TV y Video,Negro,08/10/2018,1,850,"Torres, Natalie",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,597
Contoso Projector 1080p X981 Blanco,Proyectores y pantallas,Computadoras,Blanco,08/10/2018,54,599,"Perry, Vanessa",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,17/09/2025,425
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/10/2018,2,250,"Jenkins, Logan",Masculino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,17/09/2025,151
Contoso Original K1m Li-Ion Standard Battery E170 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,07/10/2018,1,250,"Morgan, Joan",Femenino,30000,Casado,Mayor a 61 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,160
MGS MechWarrior 4: Vengeance 2009 E175,Juegos para Descargar,Juegos y juguetes,Azul,07/10/2018,2,32,"Cook, Emma",Femenino,80000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,20
Fabrikam Microwave 0.9CuFt E0900 Dorado,Microondas,Electrodomésticos,Dorado,07/10/2018,1,"635,99","Lopez, Mackenzie",Femenino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,442
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,1,250,"Flores, Morgan",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,16/09/2025,185
Contoso Teléfono Tough Skin Case E140 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,07/10/2018,1,"23,72","Hayes, Samantha",Femenino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,17
The Teléfono Company Touch Screen Teléfonos - CRT M11 Gris Plata,Teléfonos de pantalla táctil,Teléfonos Móviles,Gris Plata,07/10/2018,1,189,"Clark, Thomas",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,121
The Teléfono Company Smart phone 160x160 M26 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,07/10/2018,3,208,"Kelly, Patrick",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,141
Fabrikam Laptop17W M7080 Negro,Laptops,Computadoras,Negro,07/10/2018,51,699,"Kumar, Ryan",Masculino,30000,Soltero,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,430
Litware Wall Lamp E2015 Azul,Lámparas,Electrodomésticos,Azul,07/10/2018,51,699,"Kumar, Ryan",Masculino,30000,Soltero,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,510
The Teléfono Company PDA Teléfono Unlocked 3.7 inches M510 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,07/10/2018,1,238,"Baker, Jonathan",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,176
"Adventure Works 20"" CRT TV E15 Dorado",Televisores,TV y Video,Dorado,07/10/2018,1,589,"Alexander, Noah",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,384
The Teléfono Company Microsoft Windows Mobile M200 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,07/10/2018,1,589,"Alexander, Noah",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,388
Proseware Air Conditioner 6000BTU E180 Dorado,Aires Acondicionados,Electrodomésticos,Dorado,07/10/2018,2,"199,99","Simmons, Julia",Femenino,30000,Casado,Mayor a 61 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,125
"Litware 16"" Blanco Oscillating Stand Fan E701 Gris Plata",Ventiladores,Electrodomésticos,Gris Plata,07/10/2018,51,889,"Smith, Ian",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,625
Contoso Azultooth Active Audífonos L15 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,07/10/2018,1,"129,99","Hughes, Alyssa",Femenino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,88
Adventure Works Desktop PC1.60 ED160 Dorado,Desktops,Computadoras,Dorado,07/10/2018,1,"269,95","Blue, Maria",Femenino,30000,Casado,Mayor a 61 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,164
The Teléfono Company PDA Palm 3.5 inch M810 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,07/10/2018,1,280,"Bailey, Sara",Femenino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,194
The Teléfono Company Touch Screen Teléfonos InfraRojo M901 Plateado,Teléfonos de pantalla táctil,Teléfonos Móviles,Plateado,07/10/2018,51,568,"Prasad, Ann",Femenino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,418
Litware Microwave 0.9CuFt E090 Negro,Microondas,Electrodomésticos,Negro,07/10/2018,1,"99,99","Serrano, Brandi",Femenino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,62
WWI Screen 113in M1610 Negro,Proyectores y pantallas,Computadoras,Negro,07/10/2018,1,299,"Ross, Wyatt",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,192
The Teléfono Company PDA Handheld 3.5 inch M610 Dorado,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Dorado,07/10/2018,1,255,"Nelson, Alexandra",Femenino,30000,Casado,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,164
Contoso 32GB Video MP3 Player M3200 Blanco,MP4&MP3,Audio,Blanco,07/10/2018,1,627,"Wright, Richard",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,414
Proseware Floor Lamp M0215 Dorado,Lámparas,Electrodomésticos,Dorado,07/10/2018,1,339,"Wright, Richard",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,243
Proseware Desk Lamp E0130 Azul,Lámparas,Electrodomésticos,Azul,07/10/2018,1,"79,95","Powell, Brittany",Femenino,30000,Casado,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,52
Litware Sistema Home Theater 2.1 Channel E210 Marrón,Sistema Home Theater,TV y Video,Marrón,07/10/2018,4,299,"Saunders, Darren",Masculino,30000,Casado,Mayor a 61 años,Tienda,Tienda Fortaleza,Brasil,16/09/2025,201
"Litware 14"" High Velocity Floor Fan E801 Dorado",Ventiladores,Electrodomésticos,Dorado,07/10/2018,1,"44,99","Murphy, Jessica",Femenino,90000,Soltero,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,16/09/2025,29
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,3,250,"Garcia, Hunter",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/09/2025,166
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,1,250,"Perry, Jackson",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,16/09/2025,179
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,51,250,"Campbell, Isabella",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/09/2025,181
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,1,250,"Williams, Morgan",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,16/09/2025,157
MGS Hand Games for students E400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,07/10/2018,1,250,"Richardson, Olivia",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,16/09/2025,181
